feature,importance,fold
PREV_CHANNEL_TYPE_AP_Cash_loan__MEAN,210,1
PREV_CHANNEL_TYPE_Car_dealer_MEAN,0,1
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,69,1
PREV_CHANNEL_TYPE_Contact_center_MEAN,270,1
PREV_CHANNEL_TYPE_Country_wide_MEAN,926,1
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,543,1
PREV_CHANNEL_TYPE_Regional_Local_MEAN,352,1
PREV_CHANNEL_TYPE_Stone_MEAN,688,1
PREV_CHANNEL_TYPE_nan_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,70,1
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,148,1
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,610,1
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,220,1
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,704,1
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,149,1
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,119,1
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,1,1
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,296,1
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,1
PREV_NAME_YIELD_GROUP_XNA_MEAN,560,1
PREV_NAME_YIELD_GROUP_high_MEAN,898,1
PREV_NAME_YIELD_GROUP_low_action_MEAN,301,1
PREV_NAME_YIELD_GROUP_low_normal_MEAN,900,1
PREV_NAME_YIELD_GROUP_middle_MEAN,1026,1
PREV_NAME_YIELD_GROUP_nan_MEAN,0,1
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,274,1
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,210,1
PREV_PRODUCT_COMBINATION_Cash_MEAN,325,1
PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN,189,1
PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,199,1
PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN,173,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN,258,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,360,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN,366,1
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,619,1
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,245,1
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,307,1
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,71,1
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,437,1
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,166,1
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,207,1
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,1,1
PREV_PRODUCT_COMBINATION_nan_MEAN,0,1
APPROVED_AMT_ANNUITY_MIN,1088,1
APPROVED_AMT_ANNUITY_MAX,899,1
APPROVED_AMT_ANNUITY_MEAN,1185,1
APPROVED_AMT_APPLICATION_MIN,853,1
APPROVED_AMT_APPLICATION_MAX,589,1
APPROVED_AMT_APPLICATION_MEAN,673,1
APPROVED_AMT_CREDIT_MIN,1131,1
APPROVED_AMT_CREDIT_MAX,815,1
APPROVED_AMT_CREDIT_MEAN,845,1
APPROVED_APP_CREDIT_PERC_MIN,1082,1
APPROVED_APP_CREDIT_PERC_MAX,722,1
APPROVED_APP_CREDIT_PERC_MEAN,1198,1
APPROVED_APP_CREDIT_PERC_VAR,1633,1
APPROVED_AMT_DOWN_PAYMENT_MIN,549,1
APPROVED_AMT_DOWN_PAYMENT_MAX,820,1
APPROVED_AMT_DOWN_PAYMENT_MEAN,782,1
APPROVED_AMT_GOODS_PRICE_MIN,814,1
APPROVED_AMT_GOODS_PRICE_MAX,263,1
APPROVED_AMT_GOODS_PRICE_MEAN,538,1
APPROVED_HOUR_APPR_PROCESS_START_MIN,561,1
APPROVED_HOUR_APPR_PROCESS_START_MAX,478,1
APPROVED_HOUR_APPR_PROCESS_START_MEAN,1180,1
APPROVED_RATE_DOWN_PAYMENT_MIN,503,1
APPROVED_RATE_DOWN_PAYMENT_MAX,729,1
APPROVED_RATE_DOWN_PAYMENT_MEAN,779,1
APPROVED_DAYS_DECISION_MIN,876,1
APPROVED_DAYS_DECISION_MAX,1885,1
APPROVED_DAYS_DECISION_MEAN,1178,1
APPROVED_CNT_PAYMENT_MEAN,1217,1
APPROVED_CNT_PAYMENT_SUM,929,1
REFUSED_AMT_ANNUITY_MIN,614,1
REFUSED_AMT_ANNUITY_MAX,521,1
REFUSED_AMT_ANNUITY_MEAN,431,1
REFUSED_AMT_APPLICATION_MIN,248,1
REFUSED_AMT_APPLICATION_MAX,271,1
REFUSED_AMT_APPLICATION_MEAN,270,1
REFUSED_AMT_CREDIT_MIN,457,1
REFUSED_AMT_CREDIT_MAX,296,1
REFUSED_AMT_CREDIT_MEAN,319,1
REFUSED_APP_CREDIT_PERC_MIN,436,1
REFUSED_APP_CREDIT_PERC_MAX,290,1
REFUSED_APP_CREDIT_PERC_MEAN,437,1
REFUSED_APP_CREDIT_PERC_VAR,468,1
REFUSED_AMT_DOWN_PAYMENT_MIN,137,1
REFUSED_AMT_DOWN_PAYMENT_MAX,207,1
REFUSED_AMT_DOWN_PAYMENT_MEAN,171,1
REFUSED_AMT_GOODS_PRICE_MIN,394,1
REFUSED_AMT_GOODS_PRICE_MAX,224,1
REFUSED_AMT_GOODS_PRICE_MEAN,383,1
REFUSED_HOUR_APPR_PROCESS_START_MIN,293,1
REFUSED_HOUR_APPR_PROCESS_START_MAX,253,1
REFUSED_HOUR_APPR_PROCESS_START_MEAN,565,1
REFUSED_RATE_DOWN_PAYMENT_MIN,116,1
REFUSED_RATE_DOWN_PAYMENT_MAX,197,1
REFUSED_RATE_DOWN_PAYMENT_MEAN,108,1
REFUSED_DAYS_DECISION_MIN,637,1
REFUSED_DAYS_DECISION_MAX,707,1
REFUSED_DAYS_DECISION_MEAN,477,1
REFUSED_CNT_PAYMENT_MEAN,382,1
REFUSED_CNT_PAYMENT_SUM,308,1
POS_MONTHS_BALANCE_MAX,976,1
POS_MONTHS_BALANCE_MEAN,1308,1
POS_MONTHS_BALANCE_SIZE,1172,1
POS_SK_DPD_MAX,238,1
POS_SK_DPD_MEAN,483,1
POS_SK_DPD_DEF_MAX,199,1
POS_SK_DPD_DEF_MEAN,449,1
POS_NAME_CONTRACT_STATUS_Active_MEAN,1537,1
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Approved_MEAN,24,1
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Completed_MEAN,1380,1
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,111,1
POS_NAME_CONTRACT_STATUS_Signed_MEAN,480,1
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,1
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,1
POS_COUNT,70,1
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,439,1
INSTAL_DPD_MAX,595,1
INSTAL_DPD_MEAN,1344,1
INSTAL_DPD_SUM,673,1
INSTAL_DBD_MAX,1765,1
INSTAL_DBD_MEAN,2231,1
INSTAL_DBD_SUM,1865,1
INSTAL_PAYMENT_PERC_MAX,107,1
INSTAL_PAYMENT_PERC_MEAN,978,1
INSTAL_PAYMENT_PERC_SUM,705,1
INSTAL_PAYMENT_PERC_VAR,1003,1
INSTAL_PAYMENT_DIFF_MAX,776,1
INSTAL_PAYMENT_DIFF_MEAN,781,1
INSTAL_PAYMENT_DIFF_SUM,870,1
INSTAL_PAYMENT_DIFF_VAR,860,1
INSTAL_AMT_INSTALMENT_MAX,1208,1
INSTAL_AMT_INSTALMENT_MEAN,1127,1
INSTAL_AMT_INSTALMENT_SUM,915,1
INSTAL_AMT_PAYMENT_MIN,1907,1
INSTAL_AMT_PAYMENT_MAX,972,1
INSTAL_AMT_PAYMENT_MEAN,1300,1
INSTAL_AMT_PAYMENT_SUM,1010,1
INSTAL_DAYS_ENTRY_PAYMENT_MAX,2071,1
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1287,1
INSTAL_DAYS_ENTRY_PAYMENT_SUM,1356,1
INSTAL_COUNT,696,1
CC_MONTHS_BALANCE_MIN,34,1
CC_MONTHS_BALANCE_MAX,44,1
CC_MONTHS_BALANCE_MEAN,134,1
CC_MONTHS_BALANCE_SUM,171,1
CC_MONTHS_BALANCE_VAR,98,1
CC_AMT_BALANCE_MIN,79,1
CC_AMT_BALANCE_MAX,92,1
CC_AMT_BALANCE_MEAN,126,1
CC_AMT_BALANCE_SUM,95,1
CC_AMT_BALANCE_VAR,144,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,141,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,104,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,426,1
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,367,1
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,429,1
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,7,1
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,247,1
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,357,1
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,294,1
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,264,1
CC_AMT_DRAWINGS_CURRENT_MIN,146,1
CC_AMT_DRAWINGS_CURRENT_MAX,212,1
CC_AMT_DRAWINGS_CURRENT_MEAN,168,1
CC_AMT_DRAWINGS_CURRENT_SUM,222,1
CC_AMT_DRAWINGS_CURRENT_VAR,215,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,47,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,20,1
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,27,1
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,47,1
CC_AMT_DRAWINGS_POS_CURRENT_MIN,36,1
CC_AMT_DRAWINGS_POS_CURRENT_MAX,238,1
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,221,1
CC_AMT_DRAWINGS_POS_CURRENT_SUM,233,1
CC_AMT_DRAWINGS_POS_CURRENT_VAR,176,1
CC_AMT_INST_MIN_REGULARITY_MIN,43,1
CC_AMT_INST_MIN_REGULARITY_MAX,100,1
CC_AMT_INST_MIN_REGULARITY_MEAN,205,1
CC_AMT_INST_MIN_REGULARITY_SUM,180,1
CC_AMT_INST_MIN_REGULARITY_VAR,216,1
CC_AMT_PAYMENT_CURRENT_MIN,336,1
CC_AMT_PAYMENT_CURRENT_MAX,299,1
CC_AMT_PAYMENT_CURRENT_MEAN,499,1
CC_AMT_PAYMENT_CURRENT_SUM,250,1
CC_AMT_PAYMENT_CURRENT_VAR,548,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,57,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,184,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,261,1
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,186,1
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,197,1
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,76,1
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,130,1
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,111,1
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,86,1
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,108,1
CC_AMT_RECIVABLE_MIN,172,1
CC_AMT_RECIVABLE_MAX,90,1
CC_AMT_RECIVABLE_MEAN,72,1
CC_AMT_RECIVABLE_SUM,96,1
CC_AMT_RECIVABLE_VAR,102,1
CC_AMT_TOTAL_RECEIVABLE_MIN,18,1
CC_AMT_TOTAL_RECEIVABLE_MAX,27,1
CC_AMT_TOTAL_RECEIVABLE_MEAN,14,1
CC_AMT_TOTAL_RECEIVABLE_SUM,30,1
CC_AMT_TOTAL_RECEIVABLE_VAR,18,1
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,110,1
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,424,1
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,208,1
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,374,1
CC_CNT_DRAWINGS_CURRENT_MIN,20,1
CC_CNT_DRAWINGS_CURRENT_MAX,127,1
CC_CNT_DRAWINGS_CURRENT_MEAN,338,1
CC_CNT_DRAWINGS_CURRENT_SUM,346,1
CC_CNT_DRAWINGS_CURRENT_VAR,349,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,101,1
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,45,1
CC_CNT_DRAWINGS_POS_CURRENT_MIN,40,1
CC_CNT_DRAWINGS_POS_CURRENT_MAX,95,1
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,226,1
CC_CNT_DRAWINGS_POS_CURRENT_SUM,132,1
CC_CNT_DRAWINGS_POS_CURRENT_VAR,186,1
CC_CNT_INSTALMENT_MATURE_CUM_MIN,36,1
CC_CNT_INSTALMENT_MATURE_CUM_MAX,68,1
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,137,1
CC_CNT_INSTALMENT_MATURE_CUM_SUM,107,1
CC_CNT_INSTALMENT_MATURE_CUM_VAR,177,1
CC_SK_DPD_MIN,0,1
CC_SK_DPD_MAX,55,1
CC_SK_DPD_MEAN,73,1
CC_SK_DPD_SUM,98,1
CC_SK_DPD_VAR,79,1
CC_SK_DPD_DEF_MIN,0,1
CC_SK_DPD_DEF_MAX,0,1
CC_SK_DPD_DEF_MEAN,163,1
CC_SK_DPD_DEF_SUM,35,1
CC_SK_DPD_DEF_VAR,69,1
CC_NAME_CONTRACT_STATUS_Active_MIN,3,1
CC_NAME_CONTRACT_STATUS_Active_MAX,0,1
CC_NAME_CONTRACT_STATUS_Active_MEAN,102,1
CC_NAME_CONTRACT_STATUS_Active_SUM,113,1
CC_NAME_CONTRACT_STATUS_Active_VAR,80,1
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,1
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,1
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,1
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,1
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Completed_MEAN,48,1
CC_NAME_CONTRACT_STATUS_Completed_SUM,22,1
CC_NAME_CONTRACT_STATUS_Completed_VAR,50,1
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,1
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,1
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,1
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,1
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,1
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,1
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,1
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,1
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Signed_MEAN,12,1
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,1
CC_NAME_CONTRACT_STATUS_Signed_VAR,65,1
CC_NAME_CONTRACT_STATUS_nan_MIN,0,1
CC_NAME_CONTRACT_STATUS_nan_MAX,0,1
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,1
CC_NAME_CONTRACT_STATUS_nan_SUM,0,1
CC_NAME_CONTRACT_STATUS_nan_VAR,0,1
CC_COUNT,33,1
CODE_GENDER,394,2
FLAG_OWN_CAR,15,2
FLAG_OWN_REALTY,146,2
CNT_CHILDREN,173,2
AMT_INCOME_TOTAL,1246,2
AMT_CREDIT,1592,2
AMT_ANNUITY,2260,2
AMT_GOODS_PRICE,1644,2
REGION_POPULATION_RELATIVE,2031,2
DAYS_BIRTH,2965,2
DAYS_EMPLOYED,2977,2
DAYS_REGISTRATION,2702,2
DAYS_ID_PUBLISH,2715,2
OWN_CAR_AGE,1198,2
FLAG_MOBIL,0,2
FLAG_EMP_PHONE,0,2
FLAG_WORK_PHONE,185,2
FLAG_CONT_MOBILE,0,2
FLAG_PHONE,128,2
FLAG_EMAIL,20,2
CNT_FAM_MEMBERS,224,2
REGION_RATING_CLIENT,92,2
REGION_RATING_CLIENT_W_CITY,178,2
HOUR_APPR_PROCESS_START,1031,2
REG_REGION_NOT_LIVE_REGION,36,2
REG_REGION_NOT_WORK_REGION,28,2
LIVE_REGION_NOT_WORK_REGION,18,2
REG_CITY_NOT_LIVE_CITY,131,2
REG_CITY_NOT_WORK_CITY,76,2
LIVE_CITY_NOT_WORK_CITY,80,2
EXT_SOURCE_1,3045,2
EXT_SOURCE_2,3714,2
EXT_SOURCE_3,3528,2
APARTMENTS_AVG,437,2
BASEMENTAREA_AVG,422,2
YEARS_BEGINEXPLUATATION_AVG,399,2
YEARS_BUILD_AVG,307,2
COMMONAREA_AVG,426,2
ELEVATORS_AVG,139,2
ENTRANCES_AVG,323,2
FLOORSMAX_AVG,219,2
FLOORSMIN_AVG,173,2
LANDAREA_AVG,559,2
LIVINGAPARTMENTS_AVG,367,2
LIVINGAREA_AVG,398,2
NONLIVINGAPARTMENTS_AVG,203,2
NONLIVINGAREA_AVG,569,2
APARTMENTS_MODE,634,2
BASEMENTAREA_MODE,501,2
YEARS_BEGINEXPLUATATION_MODE,562,2
YEARS_BUILD_MODE,348,2
COMMONAREA_MODE,388,2
ELEVATORS_MODE,73,2
ENTRANCES_MODE,168,2
FLOORSMAX_MODE,59,2
FLOORSMIN_MODE,105,2
LANDAREA_MODE,610,2
LIVINGAPARTMENTS_MODE,393,2
LIVINGAREA_MODE,440,2
NONLIVINGAPARTMENTS_MODE,97,2
NONLIVINGAREA_MODE,509,2
APARTMENTS_MEDI,391,2
BASEMENTAREA_MEDI,361,2
YEARS_BEGINEXPLUATATION_MEDI,459,2
YEARS_BUILD_MEDI,262,2
COMMONAREA_MEDI,254,2
ELEVATORS_MEDI,45,2
ENTRANCES_MEDI,139,2
FLOORSMAX_MEDI,69,2
FLOORSMIN_MEDI,92,2
LANDAREA_MEDI,536,2
LIVINGAPARTMENTS_MEDI,231,2
LIVINGAREA_MEDI,404,2
NONLIVINGAPARTMENTS_MEDI,92,2
NONLIVINGAREA_MEDI,370,2
TOTALAREA_MODE,980,2
OBS_30_CNT_SOCIAL_CIRCLE,419,2
DEF_30_CNT_SOCIAL_CIRCLE,161,2
OBS_60_CNT_SOCIAL_CIRCLE,473,2
DEF_60_CNT_SOCIAL_CIRCLE,128,2
DAYS_LAST_PHONE_CHANGE,2137,2
FLAG_DOCUMENT_2,0,2
FLAG_DOCUMENT_3,175,2
FLAG_DOCUMENT_4,0,2
FLAG_DOCUMENT_5,36,2
FLAG_DOCUMENT_6,28,2
FLAG_DOCUMENT_7,0,2
FLAG_DOCUMENT_8,39,2
FLAG_DOCUMENT_9,0,2
FLAG_DOCUMENT_10,0,2
FLAG_DOCUMENT_11,20,2
FLAG_DOCUMENT_12,0,2
FLAG_DOCUMENT_13,0,2
FLAG_DOCUMENT_14,0,2
FLAG_DOCUMENT_15,0,2
FLAG_DOCUMENT_16,60,2
FLAG_DOCUMENT_17,0,2
FLAG_DOCUMENT_18,101,2
FLAG_DOCUMENT_19,0,2
FLAG_DOCUMENT_20,0,2
FLAG_DOCUMENT_21,0,2
AMT_REQ_CREDIT_BUREAU_HOUR,0,2
AMT_REQ_CREDIT_BUREAU_DAY,34,2
AMT_REQ_CREDIT_BUREAU_WEEK,41,2
AMT_REQ_CREDIT_BUREAU_MON,147,2
AMT_REQ_CREDIT_BUREAU_QRT,293,2
AMT_REQ_CREDIT_BUREAU_YEAR,433,2
NAME_CONTRACT_TYPE_Cash_loans,116,2
NAME_CONTRACT_TYPE_Revolving_loans,5,2
NAME_TYPE_SUITE_Children,15,2
NAME_TYPE_SUITE_Family,62,2
NAME_TYPE_SUITE_Group_of_people,0,2
NAME_TYPE_SUITE_Other_A,7,2
NAME_TYPE_SUITE_Other_B,31,2
NAME_TYPE_SUITE_Spouse_partner,54,2
NAME_TYPE_SUITE_Unaccompanied,91,2
NAME_INCOME_TYPE_Businessman,0,2
NAME_INCOME_TYPE_Commercial_associate,97,2
NAME_INCOME_TYPE_Maternity_leave,0,2
NAME_INCOME_TYPE_Pensioner,0,2
NAME_INCOME_TYPE_State_servant,42,2
NAME_INCOME_TYPE_Student,0,2
NAME_INCOME_TYPE_Unemployed,0,2
NAME_INCOME_TYPE_Working,131,2
NAME_EDUCATION_TYPE_Academic_degree,0,2
NAME_EDUCATION_TYPE_Higher_education,91,2
NAME_EDUCATION_TYPE_Incomplete_higher,51,2
NAME_EDUCATION_TYPE_Lower_secondary,48,2
NAME_EDUCATION_TYPE_Secondary_secondary_special,99,2
NAME_FAMILY_STATUS_Civil_marriage,19,2
NAME_FAMILY_STATUS_Married,237,2
NAME_FAMILY_STATUS_Separated,38,2
NAME_FAMILY_STATUS_Single_not_married,74,2
NAME_FAMILY_STATUS_Unknown,0,2
NAME_FAMILY_STATUS_Widow,68,2
NAME_HOUSING_TYPE_Co_op_apartment,5,2
NAME_HOUSING_TYPE_House_apartment,53,2
NAME_HOUSING_TYPE_Municipal_apartment,43,2
NAME_HOUSING_TYPE_Office_apartment,49,2
NAME_HOUSING_TYPE_Rented_apartment,29,2
NAME_HOUSING_TYPE_With_parents,28,2
OCCUPATION_TYPE_Accountants,55,2
OCCUPATION_TYPE_Cleaning_staff,25,2
OCCUPATION_TYPE_Cooking_staff,0,2
OCCUPATION_TYPE_Core_staff,51,2
OCCUPATION_TYPE_Drivers,95,2
OCCUPATION_TYPE_HR_staff,0,2
OCCUPATION_TYPE_High_skill_tech_staff,54,2
OCCUPATION_TYPE_IT_staff,0,2
OCCUPATION_TYPE_Laborers,113,2
OCCUPATION_TYPE_Low_skill_Laborers,38,2
OCCUPATION_TYPE_Managers,12,2
OCCUPATION_TYPE_Medicine_staff,52,2
OCCUPATION_TYPE_Private_service_staff,24,2
OCCUPATION_TYPE_Realty_agents,0,2
OCCUPATION_TYPE_Sales_staff,69,2
OCCUPATION_TYPE_Secretaries,0,2
OCCUPATION_TYPE_Security_staff,32,2
OCCUPATION_TYPE_Waiters_barmen_staff,23,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,118,2
WEEKDAY_APPR_PROCESS_START_MONDAY,78,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,91,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,48,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,5,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,116,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,78,2
ORGANIZATION_TYPE_Advertising,0,2
ORGANIZATION_TYPE_Agriculture,21,2
ORGANIZATION_TYPE_Bank,35,2
ORGANIZATION_TYPE_Business_Entity_Type_1,24,2
ORGANIZATION_TYPE_Business_Entity_Type_2,18,2
ORGANIZATION_TYPE_Business_Entity_Type_3,142,2
ORGANIZATION_TYPE_Cleaning,0,2
ORGANIZATION_TYPE_Construction,91,2
ORGANIZATION_TYPE_Culture,0,2
ORGANIZATION_TYPE_Electricity,13,2
ORGANIZATION_TYPE_Emergency,0,2
ORGANIZATION_TYPE_Government,33,2
ORGANIZATION_TYPE_Hotel,32,2
ORGANIZATION_TYPE_Housing,11,2
ORGANIZATION_TYPE_Industry_type_1,11,2
ORGANIZATION_TYPE_Industry_type_10,0,2
ORGANIZATION_TYPE_Industry_type_11,0,2
ORGANIZATION_TYPE_Industry_type_12,0,2
ORGANIZATION_TYPE_Industry_type_13,0,2
ORGANIZATION_TYPE_Industry_type_2,0,2
ORGANIZATION_TYPE_Industry_type_3,15,2
ORGANIZATION_TYPE_Industry_type_4,0,2
ORGANIZATION_TYPE_Industry_type_5,0,2
ORGANIZATION_TYPE_Industry_type_6,0,2
ORGANIZATION_TYPE_Industry_type_7,0,2
ORGANIZATION_TYPE_Industry_type_8,0,2
ORGANIZATION_TYPE_Industry_type_9,97,2
ORGANIZATION_TYPE_Insurance,0,2
ORGANIZATION_TYPE_Kindergarten,63,2
ORGANIZATION_TYPE_Legal_Services,0,2
ORGANIZATION_TYPE_Medicine,52,2
ORGANIZATION_TYPE_Military,91,2
ORGANIZATION_TYPE_Mobile,0,2
ORGANIZATION_TYPE_Other,35,2
ORGANIZATION_TYPE_Police,51,2
ORGANIZATION_TYPE_Postal,10,2
ORGANIZATION_TYPE_Realtor,0,2
ORGANIZATION_TYPE_Religion,0,2
ORGANIZATION_TYPE_Restaurant,35,2
ORGANIZATION_TYPE_School,64,2
ORGANIZATION_TYPE_Security,4,2
ORGANIZATION_TYPE_Security_Ministries,62,2
ORGANIZATION_TYPE_Self_employed,132,2
ORGANIZATION_TYPE_Services,14,2
ORGANIZATION_TYPE_Telecom,0,2
ORGANIZATION_TYPE_Trade_type_1,0,2
ORGANIZATION_TYPE_Trade_type_2,12,2
ORGANIZATION_TYPE_Trade_type_3,46,2
ORGANIZATION_TYPE_Trade_type_4,0,2
ORGANIZATION_TYPE_Trade_type_5,0,2
ORGANIZATION_TYPE_Trade_type_6,0,2
ORGANIZATION_TYPE_Trade_type_7,11,2
ORGANIZATION_TYPE_Transport_type_1,0,2
ORGANIZATION_TYPE_Transport_type_2,5,2
ORGANIZATION_TYPE_Transport_type_3,89,2
ORGANIZATION_TYPE_Transport_type_4,17,2
ORGANIZATION_TYPE_University,28,2
ORGANIZATION_TYPE_XNA,0,2
FONDKAPREMONT_MODE_not_specified,29,2
FONDKAPREMONT_MODE_org_spec_account,26,2
FONDKAPREMONT_MODE_reg_oper_account,46,2
FONDKAPREMONT_MODE_reg_oper_spec_account,25,2
HOUSETYPE_MODE_block_of_flats,0,2
HOUSETYPE_MODE_specific_housing,10,2
HOUSETYPE_MODE_terraced_house,0,2
WALLSMATERIAL_MODE_Block,22,2
WALLSMATERIAL_MODE_Mixed,25,2
WALLSMATERIAL_MODE_Monolithic,0,2
WALLSMATERIAL_MODE_Others,42,2
WALLSMATERIAL_MODE_Panel,25,2
WALLSMATERIAL_MODE_Stone_brick,80,2
WALLSMATERIAL_MODE_Wooden,2,2
EMERGENCYSTATE_MODE_No,6,2
EMERGENCYSTATE_MODE_Yes,0,2
