feature,importance,fold
INSTAL_PAYMENT_PERC_MEAN,958,5
INSTAL_PAYMENT_PERC_SUM,803,5
INSTAL_PAYMENT_PERC_VAR,921,5
INSTAL_PAYMENT_DIFF_MAX,800,5
INSTAL_PAYMENT_DIFF_MEAN,794,5
INSTAL_PAYMENT_DIFF_SUM,831,5
INSTAL_PAYMENT_DIFF_VAR,814,5
INSTAL_AMT_INSTALMENT_MAX,1079,5
INSTAL_AMT_INSTALMENT_MEAN,1168,5
INSTAL_AMT_INSTALMENT_SUM,922,5
INSTAL_AMT_PAYMENT_MIN,1820,5
INSTAL_AMT_PAYMENT_MAX,1000,5
INSTAL_AMT_PAYMENT_MEAN,1209,5
INSTAL_AMT_PAYMENT_SUM,1061,5
INSTAL_DAYS_ENTRY_PAYMENT_MAX,1933,5
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1190,5
INSTAL_DAYS_ENTRY_PAYMENT_SUM,1138,5
INSTAL_COUNT,812,5
CC_MONTHS_BALANCE_MIN,51,5
CC_MONTHS_BALANCE_MAX,40,5
CC_MONTHS_BALANCE_MEAN,146,5
CC_MONTHS_BALANCE_SUM,120,5
CC_MONTHS_BALANCE_VAR,108,5
CC_AMT_BALANCE_MIN,111,5
CC_AMT_BALANCE_MAX,109,5
CC_AMT_BALANCE_MEAN,142,5
CC_AMT_BALANCE_SUM,104,5
CC_AMT_BALANCE_VAR,129,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,142,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,85,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,439,5
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,322,5
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,391,5
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,5
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,280,5
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,272,5
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,298,5
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,258,5
CC_AMT_DRAWINGS_CURRENT_MIN,113,5
CC_AMT_DRAWINGS_CURRENT_MAX,186,5
CC_AMT_DRAWINGS_CURRENT_MEAN,220,5
CC_AMT_DRAWINGS_CURRENT_SUM,249,5
CC_AMT_DRAWINGS_CURRENT_VAR,217,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,63,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,16,5
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,52,5
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,89,5
CC_AMT_DRAWINGS_POS_CURRENT_MIN,62,5
CC_AMT_DRAWINGS_POS_CURRENT_MAX,199,5
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,184,5
CC_AMT_DRAWINGS_POS_CURRENT_SUM,219,5
CC_AMT_DRAWINGS_POS_CURRENT_VAR,249,5
CC_AMT_INST_MIN_REGULARITY_MIN,76,5
CC_AMT_INST_MIN_REGULARITY_MAX,111,5
CC_AMT_INST_MIN_REGULARITY_MEAN,172,5
CC_AMT_INST_MIN_REGULARITY_SUM,165,5
CC_AMT_INST_MIN_REGULARITY_VAR,232,5
CC_AMT_PAYMENT_CURRENT_MIN,326,5
CC_AMT_PAYMENT_CURRENT_MAX,330,5
CC_AMT_PAYMENT_CURRENT_MEAN,472,5
CC_AMT_PAYMENT_CURRENT_SUM,266,5
CC_AMT_PAYMENT_CURRENT_VAR,420,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,90,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,173,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,268,5
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,161,5
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,201,5
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,96,5
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,95,5
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,145,5
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,99,5
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,134,5
CC_AMT_RECIVABLE_MIN,130,5
CC_AMT_RECIVABLE_MAX,51,5
CC_AMT_RECIVABLE_MEAN,97,5
CC_AMT_RECIVABLE_SUM,70,5
CC_AMT_RECIVABLE_VAR,100,5
CC_AMT_TOTAL_RECEIVABLE_MIN,31,5
CC_AMT_TOTAL_RECEIVABLE_MAX,23,5
CC_AMT_TOTAL_RECEIVABLE_MEAN,22,5
CC_AMT_TOTAL_RECEIVABLE_SUM,24,5
CC_AMT_TOTAL_RECEIVABLE_VAR,26,5
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,5
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,80,5
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,409,5
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,253,5
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,369,5
CC_CNT_DRAWINGS_CURRENT_MIN,35,5
CC_CNT_DRAWINGS_CURRENT_MAX,196,5
CC_CNT_DRAWINGS_CURRENT_MEAN,301,5
CC_CNT_DRAWINGS_CURRENT_SUM,307,5
CC_CNT_DRAWINGS_CURRENT_VAR,311,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,6,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,65,5
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,2,5
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,45,5
CC_CNT_DRAWINGS_POS_CURRENT_MIN,27,5
CC_CNT_DRAWINGS_POS_CURRENT_MAX,97,5
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,196,5
CC_CNT_DRAWINGS_POS_CURRENT_SUM,213,5
CC_CNT_DRAWINGS_POS_CURRENT_VAR,140,5
CC_CNT_INSTALMENT_MATURE_CUM_MIN,29,5
CC_CNT_INSTALMENT_MATURE_CUM_MAX,80,5
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,171,5
CC_CNT_INSTALMENT_MATURE_CUM_SUM,157,5
CC_CNT_INSTALMENT_MATURE_CUM_VAR,257,5
CC_SK_DPD_MIN,0,5
CC_SK_DPD_MAX,41,5
CC_SK_DPD_MEAN,69,5
CC_SK_DPD_SUM,71,5
CC_SK_DPD_VAR,67,5
CC_SK_DPD_DEF_MIN,0,5
CC_SK_DPD_DEF_MAX,0,5
CC_SK_DPD_DEF_MEAN,193,5
CC_SK_DPD_DEF_SUM,37,5
CC_SK_DPD_DEF_VAR,79,5
CC_NAME_CONTRACT_STATUS_Active_MIN,6,5
CC_NAME_CONTRACT_STATUS_Active_MAX,0,5
CC_NAME_CONTRACT_STATUS_Active_MEAN,71,5
CC_NAME_CONTRACT_STATUS_Active_SUM,91,5
CC_NAME_CONTRACT_STATUS_Active_VAR,75,5
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,5
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,5
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,5
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,5
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,5
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,5
CC_NAME_CONTRACT_STATUS_Completed_MEAN,70,5
CC_NAME_CONTRACT_STATUS_Completed_SUM,76,5
CC_NAME_CONTRACT_STATUS_Completed_VAR,43,5
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,5
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,5
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,5
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,5
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,5
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,5
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,5
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,5
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,5
CC_NAME_CONTRACT_STATUS_Signed_MAX,1,5
CC_NAME_CONTRACT_STATUS_Signed_MEAN,21,5
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,5
CC_NAME_CONTRACT_STATUS_Signed_VAR,29,5
CC_NAME_CONTRACT_STATUS_nan_MIN,0,5
CC_NAME_CONTRACT_STATUS_nan_MAX,0,5
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,5
CC_NAME_CONTRACT_STATUS_nan_SUM,0,5
CC_NAME_CONTRACT_STATUS_nan_VAR,0,5
CC_COUNT,26,5
CODE_GENDER,365,6
FLAG_OWN_CAR,14,6
FLAG_OWN_REALTY,153,6
CNT_CHILDREN,186,6
AMT_INCOME_TOTAL,1094,6
AMT_CREDIT,1592,6
AMT_ANNUITY,2250,6
AMT_GOODS_PRICE,1583,6
REGION_POPULATION_RELATIVE,2037,6
DAYS_BIRTH,3097,6
DAYS_EMPLOYED,2829,6
DAYS_REGISTRATION,2785,6
DAYS_ID_PUBLISH,2731,6
OWN_CAR_AGE,1188,6
FLAG_MOBIL,0,6
FLAG_EMP_PHONE,0,6
FLAG_WORK_PHONE,226,6
FLAG_CONT_MOBILE,0,6
FLAG_PHONE,111,6
FLAG_EMAIL,36,6
CNT_FAM_MEMBERS,205,6
REGION_RATING_CLIENT,82,6
REGION_RATING_CLIENT_W_CITY,233,6
HOUR_APPR_PROCESS_START,1134,6
REG_REGION_NOT_LIVE_REGION,27,6
REG_REGION_NOT_WORK_REGION,34,6
LIVE_REGION_NOT_WORK_REGION,13,6
REG_CITY_NOT_LIVE_CITY,134,6
REG_CITY_NOT_WORK_CITY,59,6
LIVE_CITY_NOT_WORK_CITY,93,6
EXT_SOURCE_1,2969,6
EXT_SOURCE_2,3625,6
EXT_SOURCE_3,3567,6
APARTMENTS_AVG,347,6
BASEMENTAREA_AVG,387,6
YEARS_BEGINEXPLUATATION_AVG,428,6
YEARS_BUILD_AVG,348,6
COMMONAREA_AVG,298,6
ELEVATORS_AVG,158,6
ENTRANCES_AVG,313,6
FLOORSMAX_AVG,241,6
FLOORSMIN_AVG,184,6
LANDAREA_AVG,590,6
LIVINGAPARTMENTS_AVG,304,6
LIVINGAREA_AVG,481,6
NONLIVINGAPARTMENTS_AVG,192,6
NONLIVINGAREA_AVG,483,6
APARTMENTS_MODE,654,6
BASEMENTAREA_MODE,502,6
YEARS_BEGINEXPLUATATION_MODE,607,6
YEARS_BUILD_MODE,409,6
COMMONAREA_MODE,418,6
ELEVATORS_MODE,79,6
ENTRANCES_MODE,206,6
FLOORSMAX_MODE,89,6
FLOORSMIN_MODE,136,6
LANDAREA_MODE,655,6
LIVINGAPARTMENTS_MODE,381,6
LIVINGAREA_MODE,524,6
NONLIVINGAPARTMENTS_MODE,97,6
NONLIVINGAREA_MODE,477,6
APARTMENTS_MEDI,405,6
BASEMENTAREA_MEDI,349,6
YEARS_BEGINEXPLUATATION_MEDI,359,6
YEARS_BUILD_MEDI,221,6
COMMONAREA_MEDI,367,6
ELEVATORS_MEDI,66,6
ENTRANCES_MEDI,175,6
FLOORSMAX_MEDI,49,6
FLOORSMIN_MEDI,154,6
LANDAREA_MEDI,525,6
LIVINGAPARTMENTS_MEDI,226,6
LIVINGAREA_MEDI,349,6
NONLIVINGAPARTMENTS_MEDI,87,6
NONLIVINGAREA_MEDI,363,6
TOTALAREA_MODE,1064,6
OBS_30_CNT_SOCIAL_CIRCLE,420,6
DEF_30_CNT_SOCIAL_CIRCLE,160,6
OBS_60_CNT_SOCIAL_CIRCLE,493,6
DEF_60_CNT_SOCIAL_CIRCLE,197,6
DAYS_LAST_PHONE_CHANGE,2193,6
FLAG_DOCUMENT_2,0,6
FLAG_DOCUMENT_3,175,6
FLAG_DOCUMENT_4,0,6
FLAG_DOCUMENT_5,17,6
FLAG_DOCUMENT_6,32,6
FLAG_DOCUMENT_7,0,6
FLAG_DOCUMENT_8,62,6
FLAG_DOCUMENT_9,0,6
FLAG_DOCUMENT_10,0,6
FLAG_DOCUMENT_11,44,6
FLAG_DOCUMENT_12,0,6
FLAG_DOCUMENT_13,2,6
FLAG_DOCUMENT_14,0,6
FLAG_DOCUMENT_15,0,6
FLAG_DOCUMENT_16,66,6
FLAG_DOCUMENT_17,0,6
FLAG_DOCUMENT_18,72,6
FLAG_DOCUMENT_19,0,6
FLAG_DOCUMENT_20,0,6
FLAG_DOCUMENT_21,0,6
AMT_REQ_CREDIT_BUREAU_HOUR,0,6
AMT_REQ_CREDIT_BUREAU_DAY,62,6
AMT_REQ_CREDIT_BUREAU_WEEK,43,6
AMT_REQ_CREDIT_BUREAU_MON,146,6
AMT_REQ_CREDIT_BUREAU_QRT,185,6
AMT_REQ_CREDIT_BUREAU_YEAR,532,6
NAME_CONTRACT_TYPE_Cash_loans,109,6
NAME_CONTRACT_TYPE_Revolving_loans,4,6
NAME_TYPE_SUITE_Children,13,6
NAME_TYPE_SUITE_Family,16,6
NAME_TYPE_SUITE_Group_of_people,0,6
NAME_TYPE_SUITE_Other_A,0,6
NAME_TYPE_SUITE_Other_B,44,6
NAME_TYPE_SUITE_Spouse_partner,63,6
NAME_TYPE_SUITE_Unaccompanied,28,6
NAME_INCOME_TYPE_Businessman,0,6
NAME_INCOME_TYPE_Commercial_associate,98,6
NAME_INCOME_TYPE_Maternity_leave,0,6
NAME_INCOME_TYPE_Pensioner,0,6
NAME_INCOME_TYPE_State_servant,34,6
NAME_INCOME_TYPE_Student,0,6
NAME_INCOME_TYPE_Unemployed,0,6
NAME_INCOME_TYPE_Working,128,6
NAME_EDUCATION_TYPE_Academic_degree,0,6
NAME_EDUCATION_TYPE_Higher_education,76,6
NAME_EDUCATION_TYPE_Incomplete_higher,67,6
NAME_EDUCATION_TYPE_Lower_secondary,47,6
NAME_EDUCATION_TYPE_Secondary_secondary_special,126,6
NAME_FAMILY_STATUS_Civil_marriage,2,6
NAME_FAMILY_STATUS_Married,221,6
NAME_FAMILY_STATUS_Separated,38,6
NAME_FAMILY_STATUS_Single_not_married,113,6
NAME_FAMILY_STATUS_Unknown,0,6
NAME_FAMILY_STATUS_Widow,56,6
NAME_HOUSING_TYPE_Co_op_apartment,1,6
NAME_HOUSING_TYPE_House_apartment,75,6
NAME_HOUSING_TYPE_Municipal_apartment,42,6
NAME_HOUSING_TYPE_Office_apartment,55,6
NAME_HOUSING_TYPE_Rented_apartment,10,6
NAME_HOUSING_TYPE_With_parents,9,6
OCCUPATION_TYPE_Accountants,53,6
OCCUPATION_TYPE_Cleaning_staff,11,6
OCCUPATION_TYPE_Cooking_staff,9,6
OCCUPATION_TYPE_Core_staff,54,6
OCCUPATION_TYPE_Drivers,72,6
OCCUPATION_TYPE_HR_staff,0,6
OCCUPATION_TYPE_High_skill_tech_staff,86,6
OCCUPATION_TYPE_IT_staff,0,6
OCCUPATION_TYPE_Laborers,120,6
OCCUPATION_TYPE_Low_skill_Laborers,21,6
OCCUPATION_TYPE_Managers,45,6
OCCUPATION_TYPE_Medicine_staff,61,6
OCCUPATION_TYPE_Private_service_staff,19,6
OCCUPATION_TYPE_Realty_agents,0,6
OCCUPATION_TYPE_Sales_staff,57,6
OCCUPATION_TYPE_Secretaries,7,6
OCCUPATION_TYPE_Security_staff,27,6
OCCUPATION_TYPE_Waiters_barmen_staff,25,6
WEEKDAY_APPR_PROCESS_START_FRIDAY,133,6
WEEKDAY_APPR_PROCESS_START_MONDAY,87,6
WEEKDAY_APPR_PROCESS_START_SATURDAY,67,6
WEEKDAY_APPR_PROCESS_START_SUNDAY,45,6
WEEKDAY_APPR_PROCESS_START_THURSDAY,41,6
WEEKDAY_APPR_PROCESS_START_TUESDAY,84,6
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,111,6
ORGANIZATION_TYPE_Advertising,0,6
ORGANIZATION_TYPE_Agriculture,8,6
ORGANIZATION_TYPE_Bank,52,6
ORGANIZATION_TYPE_Business_Entity_Type_1,37,6
ORGANIZATION_TYPE_Business_Entity_Type_2,3,6
ORGANIZATION_TYPE_Business_Entity_Type_3,154,6
ORGANIZATION_TYPE_Cleaning,0,6
ORGANIZATION_TYPE_Construction,92,6
ORGANIZATION_TYPE_Culture,0,6
ORGANIZATION_TYPE_Electricity,10,6
ORGANIZATION_TYPE_Emergency,0,6
ORGANIZATION_TYPE_Government,37,6
ORGANIZATION_TYPE_Hotel,26,6
ORGANIZATION_TYPE_Housing,1,6
ORGANIZATION_TYPE_Industry_type_1,0,6
ORGANIZATION_TYPE_Industry_type_10,0,6
ORGANIZATION_TYPE_Industry_type_11,0,6
ORGANIZATION_TYPE_Industry_type_12,0,6
ORGANIZATION_TYPE_Industry_type_13,0,6
ORGANIZATION_TYPE_Industry_type_2,0,6
ORGANIZATION_TYPE_Industry_type_3,25,6
ORGANIZATION_TYPE_Industry_type_4,1,6
ORGANIZATION_TYPE_Industry_type_5,0,6
ORGANIZATION_TYPE_Industry_type_6,0,6
ORGANIZATION_TYPE_Industry_type_7,0,6
ORGANIZATION_TYPE_Industry_type_8,0,6
ORGANIZATION_TYPE_Industry_type_9,89,6
ORGANIZATION_TYPE_Insurance,0,6
ORGANIZATION_TYPE_Kindergarten,63,6
ORGANIZATION_TYPE_Legal_Services,0,6
ORGANIZATION_TYPE_Medicine,52,6
ORGANIZATION_TYPE_Military,97,6
ORGANIZATION_TYPE_Mobile,0,6
ORGANIZATION_TYPE_Other,38,6
ORGANIZATION_TYPE_Police,62,6
ORGANIZATION_TYPE_Postal,4,6
ORGANIZATION_TYPE_Realtor,0,6
ORGANIZATION_TYPE_Religion,0,6
ORGANIZATION_TYPE_Restaurant,33,6
ORGANIZATION_TYPE_School,86,6
ORGANIZATION_TYPE_Security,6,6
ORGANIZATION_TYPE_Security_Ministries,57,6
ORGANIZATION_TYPE_Self_employed,118,6
ORGANIZATION_TYPE_Services,9,6
ORGANIZATION_TYPE_Telecom,0,6
ORGANIZATION_TYPE_Trade_type_1,0,6
ORGANIZATION_TYPE_Trade_type_2,0,6
ORGANIZATION_TYPE_Trade_type_3,34,6
ORGANIZATION_TYPE_Trade_type_4,0,6
ORGANIZATION_TYPE_Trade_type_5,0,6
ORGANIZATION_TYPE_Trade_type_6,0,6
ORGANIZATION_TYPE_Trade_type_7,19,6
ORGANIZATION_TYPE_Transport_type_1,0,6
ORGANIZATION_TYPE_Transport_type_2,9,6
ORGANIZATION_TYPE_Transport_type_3,89,6
ORGANIZATION_TYPE_Transport_type_4,27,6
ORGANIZATION_TYPE_University,20,6
ORGANIZATION_TYPE_XNA,0,6
FONDKAPREMONT_MODE_not_specified,45,6
FONDKAPREMONT_MODE_org_spec_account,35,6
FONDKAPREMONT_MODE_reg_oper_account,40,6
FONDKAPREMONT_MODE_reg_oper_spec_account,43,6
HOUSETYPE_MODE_block_of_flats,2,6
HOUSETYPE_MODE_specific_housing,24,6
HOUSETYPE_MODE_terraced_house,0,6
WALLSMATERIAL_MODE_Block,20,6
WALLSMATERIAL_MODE_Mixed,36,6
WALLSMATERIAL_MODE_Monolithic,9,6
WALLSMATERIAL_MODE_Others,32,6
WALLSMATERIAL_MODE_Panel,41,6
WALLSMATERIAL_MODE_Stone_brick,83,6
WALLSMATERIAL_MODE_Wooden,15,6
EMERGENCYSTATE_MODE_No,3,6
EMERGENCYSTATE_MODE_Yes,6,6
DAYS_EMPLOYED_PERC,2662,6
INCOME_CREDIT_PERC,1849,6
INCOME_PER_PERSON,1543,6
ANNUITY_INCOME_PERC,2171,6
PAYMENT_RATE,3539,6
BURO_DAYS_CREDIT_MIN,1039,6
BURO_DAYS_CREDIT_MAX,1516,6
BURO_DAYS_CREDIT_MEAN,1401,6
BURO_DAYS_CREDIT_VAR,1789,6
BURO_DAYS_CREDIT_ENDDATE_MIN,1159,6
BURO_DAYS_CREDIT_ENDDATE_MAX,1307,6
BURO_DAYS_CREDIT_ENDDATE_MEAN,1549,6
BURO_DAYS_CREDIT_UPDATE_MEAN,1417,6
BURO_CREDIT_DAY_OVERDUE_MAX,40,6
BURO_CREDIT_DAY_OVERDUE_MEAN,53,6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1546,6
BURO_AMT_CREDIT_SUM_MAX,1180,6
BURO_AMT_CREDIT_SUM_MEAN,1349,6
BURO_AMT_CREDIT_SUM_SUM,1376,6
BURO_AMT_CREDIT_SUM_DEBT_MAX,900,6
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1282,6
BURO_AMT_CREDIT_SUM_DEBT_SUM,599,6
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,127,6
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,667,6
BURO_AMT_CREDIT_SUM_LIMIT_SUM,258,6
BURO_AMT_ANNUITY_MAX,382,6
BURO_AMT_ANNUITY_MEAN,508,6
BURO_CNT_CREDIT_PROLONG_SUM,42,6
BURO_MONTHS_BALANCE_MIN_MIN,287,6
BURO_MONTHS_BALANCE_MAX_MAX,96,6
BURO_MONTHS_BALANCE_SIZE_MEAN,586,6
BURO_MONTHS_BALANCE_SIZE_SUM,427,6
BURO_CREDIT_ACTIVE_Active_MEAN,446,6
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,6
BURO_CREDIT_ACTIVE_Closed_MEAN,467,6
BURO_CREDIT_ACTIVE_Sold_MEAN,93,6
BURO_CREDIT_ACTIVE_nan_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,6
BURO_CREDIT_CURRENCY_nan_MEAN,0,6
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,22,6
BURO_CREDIT_TYPE_Car_loan_MEAN,212,6
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,6
BURO_CREDIT_TYPE_Consumer_credit_MEAN,865,6
BURO_CREDIT_TYPE_Credit_card_MEAN,782,6
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,6
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,37,6
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,6
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,6
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,6
BURO_CREDIT_TYPE_Microloan_MEAN,156,6
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,6
BURO_CREDIT_TYPE_Mortgage_MEAN,195,6
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,6
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,6
BURO_CREDIT_TYPE_nan_MEAN,0,6
BURO_STATUS_0_MEAN_MEAN,746,6
BURO_STATUS_1_MEAN_MEAN,434,6
BURO_STATUS_2_MEAN_MEAN,151,6
BURO_STATUS_3_MEAN_MEAN,38,6
BURO_STATUS_4_MEAN_MEAN,52,6
BURO_STATUS_5_MEAN_MEAN,18,6
BURO_STATUS_C_MEAN_MEAN,471,6
BURO_STATUS_X_MEAN_MEAN,582,6
BURO_STATUS_nan_MEAN_MEAN,0,6
ACTIVE_DAYS_CREDIT_MIN,1195,6
ACTIVE_DAYS_CREDIT_MAX,1683,6
ACTIVE_DAYS_CREDIT_MEAN,1541,6
ACTIVE_DAYS_CREDIT_VAR,1472,6
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,1889,6
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1445,6
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1393,6
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2034,6
ACTIVE_CREDIT_DAY_OVERDUE_MAX,44,6
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,92,6
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,752,6
ACTIVE_AMT_CREDIT_SUM_MAX,1017,6
ACTIVE_AMT_CREDIT_SUM_MEAN,1295,6
ACTIVE_AMT_CREDIT_SUM_SUM,1289,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,870,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1398,6
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,916,6
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,122,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,633,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,348,6
ACTIVE_AMT_ANNUITY_MAX,514,6
ACTIVE_AMT_ANNUITY_MEAN,353,6
ACTIVE_CNT_CREDIT_PROLONG_SUM,39,6
ACTIVE_MONTHS_BALANCE_MIN_MIN,325,6
ACTIVE_MONTHS_BALANCE_MAX_MAX,86,6
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,472,6
ACTIVE_MONTHS_BALANCE_SIZE_SUM,422,6
CLOSED_DAYS_CREDIT_MIN,1025,6
CLOSED_DAYS_CREDIT_MAX,1871,6
CLOSED_DAYS_CREDIT_MEAN,1208,6
CLOSED_DAYS_CREDIT_VAR,1558,6
CLOSED_DAYS_CREDIT_ENDDATE_MIN,1027,6
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1661,6
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1269,6
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1419,6
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,6
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,968,6
CLOSED_AMT_CREDIT_SUM_MAX,1164,6
CLOSED_AMT_CREDIT_SUM_MEAN,1500,6
CLOSED_AMT_CREDIT_SUM_SUM,1298,6
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,94,6
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,94,6
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,85,6
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,126,6
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,82,6
CLOSED_AMT_ANNUITY_MAX,285,6
CLOSED_AMT_ANNUITY_MEAN,287,6
CLOSED_CNT_CREDIT_PROLONG_SUM,6,6
CLOSED_MONTHS_BALANCE_MIN_MIN,271,6
CLOSED_MONTHS_BALANCE_MAX_MAX,169,6
CLOSED_MONTHS_BALANCE_SIZE_MEAN,551,6
CLOSED_MONTHS_BALANCE_SIZE_SUM,516,6
PREV_AMT_ANNUITY_MIN,1141,6
PREV_AMT_ANNUITY_MAX,915,6
PREV_AMT_ANNUITY_MEAN,1148,6
PREV_AMT_APPLICATION_MIN,607,6
PREV_AMT_APPLICATION_MAX,469,6
PREV_AMT_APPLICATION_MEAN,990,6
PREV_AMT_CREDIT_MIN,908,6
PREV_AMT_CREDIT_MAX,721,6
PREV_AMT_CREDIT_MEAN,1060,6
